"91",1,0,5,0,9,8,0,0,1,0,3,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,4,0,4,6,0,0,3,2,0,0
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"101",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"103",0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"105",0,4,0,0,11,2,1,0,3,0,0,0,5,0,0,3,1,0,1,2,0,NA,1,1,0,3,0,0,0,3,3,1,7,0,1,7,0
"112",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"115",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,1
"117",0,1,0,0,3,0,0,0,1,3,0,0,1,2,0,0,0,0,0,1,1,3,0,0,NA,0,0,0,0,11,11,0,0,1,0,0,0
"127",0,0,0,2,6,2,0,0,0,0,2,0,0,0,0,0,2,3,0,1,0,0,0,0,2,NA,0,0,0,2,5,0,1,0,1,1,0
"131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"134",0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,NA,1,0,1,1,0,0,0,1,1
"136",2,0,1,3,6,9,1,0,1,0,0,1,0,1,0,3,0,2,2,0,2,0,0,1,2,2,0,0,NA,0,1,0,0,1,0,2,0
"142",2,6,5,6,16,0,0,0,0,2,0,0,1,1,0,0,7,0,0,2,0,0,0,0,0,0,0,5,4,NA,19,0,4,0,2,3,3
"157",0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"161",0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,2,0,NA,2,0,0,1,1
"163",0,0,2,0,0,0,0,7,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,1,7,0,3,0,NA,0,0,0,0
"236",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,NA,0,1,0
"238",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,NA,2,1
"245",0,1,1,0,2,3,1,1,0,0,0,0,0,0,0,2,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,NA,0
"268",0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,3,0,2,0,0,1,NA
